CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50178018,TITO'S RESTAURANT INC,Brooklyn,1708,86 STREET,11214,9293014067,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.608409825016,-74.004577496428,311,38,017800,3166500,3063660041,BK27,POINT (-74.004577496428 40.608409825016)
50173298,VAN LEEUWEN ICE CREAM LLC,Manhattan,1,PENN PLAZA,10119,3478726183,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.751091318302,-73.992925898182,105,03,010100,1014387,1007830070,MN17,POINT (-73.992925898182 40.751091318302)
50166547,TACO ZONE,Brooklyn,363,UTICA AVENUE,11213,3473654916,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.665692202433,-73.931408119049,309,41,034900,3038157,3014150006,BK61,POINT (-73.931408119049 40.665692202433)
50178871,CASITA OF BROOKLYN,Staten Island,1456,RICHMOND ROAD,10304,9175136773,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.594008667594,-74.099530912362,502,50,009602,5106055,5032980005,SI36,POINT (-74.099530912362 40.594008667594)
50174473,TAKASH CORP,Bronx,1735,WHITE PLAINS ROAD,10462,9296629858,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.844331880285,-73.865807697284,211,13,023600,2043020,2040320009,BX37,POINT (-73.865807697284 40.844331880285)
50171257,JOE & THE JUICE,Manhattan,1185,6 AVENUE,10036,9174840425,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.757578756559,-73.982125317652,105,04,012500,1083717,1009990029,MN17,POINT (-73.982125317652 40.757578756559)
50172790,KAWSAR SWEET HOUSE,Queens,78-06,101 AVENUE,11416,3475896919,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.680426394148,-73.859450773035,409,32,004401,4188764,4090790035,QN56,POINT (-73.859450773035 40.680426394148)
50110164,JAMNJ ENTERPRISES LLC,Staten Island,1400,TRAVIS AVENUE,10314,3473083314,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.601548546163,-74.182134005827,502,50,029102,5168980,5027900001,SI05,POINT (-74.182134005827 40.601548546163)
50013843,MRS. FISH,Manhattan,34,PELL STREET,10013,2122678886,Chinese,07/12/2022,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,0,,,12/12/2025,Cycle Inspection / Initial Inspection,40.714871607948,-73.998261297422,103,01,002900,1001784,1001630013,MN27,POINT (-73.998261297422 40.714871607948)
50142062,CRUZ DEL SUR,Brooklyn,446,DEAN STREET,11217,3473612673,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.681975816298,-73.976257910942,306,39,012902,3018480,3009310008,BK37,POINT (-73.976257910942 40.681975816298)
50171729,KATI SHOP,Manhattan,100,PARK AVENUE,10017,9178681496,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.750993456113,-73.978503424145,105,04,008200,1035319,1012750027,MN20,POINT (-73.978503424145 40.750993456113)
50140163,TRUST BAE,Manhattan,1204,BROADWAY,10001,9175281226,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.746257439365,-73.988537902579,105,04,007600,1015758,1008310019,MN17,POINT (-73.988537902579 40.746257439365)
50171305,GRILL ON LEE,Brooklyn,868,BEDFORD AVENUE,11205,3479061774,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.695218962567,-73.956282043244,303,33,123700,3054773,3019000057,BK75,POINT (-73.956282043244 40.695218962567)
50170184,CYCLE CAFE,Manhattan,205,WEST   38 STREET,10018,9296715820,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.753728750978,-73.989287362895,105,03,011300,1014482,1007880044,MN17,POINT (-73.989287362895 40.753728750978)
50163099,Oda Cafe,Staten Island,872,CASTLETON AVENUE,10310,6464205834,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.634727639206,-74.111391442255,501,49,010500,5000000,5001620028,SI35,POINT (-74.111391442255 40.634727639206)
50128762,DELICIAS EXPRESS II LLC,0,33,,,5166036827,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,,,,,,,,,
50178959,BARRY'S WALL STREET,Manhattan,45,WALL STREET,10005,323 488 2148,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.706587482858,-74.009861037008,101,01,000700,1000826,1000260021,MN25,POINT (-74.009861037008 40.706587482858)
50117192,THE DEVLIN CAFE AT IRISH ARTS CENTER,Manhattan,726,11 AVENUE,10019,9179122215,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.766752971821,-73.993978373823,104,03,013500,1082277,1010807502,MN15,POINT (-73.993978373823 40.766752971821)
50167115,CAFE MIGUEL,Brooklyn,636,GRAND STREET,11211,6469450554,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.711362394555,-73.946691018746,301,34,050300,3069564,3027870012,BK90,POINT (-73.946691018746 40.711362394555)
50179827,MERILIA CAFE RESTAURANT CORP,Queens,64-16,ROOSEVELT AVENUE,11377,7183090455,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.745953488244,-73.899779264281,402,26,026100,4030105,4012960034,QN63,POINT (-73.899779264281 40.745953488244)
50167867,LA OBEJA NEGRA II CORP,Queens,111-15,JAMAICA AVENUE,11418,3477014605,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.696997059394,-73.836980904649,409,29,013000,4192653,4092250031,QN54,POINT (-73.836980904649 40.696997059394)
50178483,JUICE N GO LLC,Queens,99-02B,ROCKAWAY BEACH BOULEVARD,,3472304920,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,0,0,,32,094201,4303699,4161550092,,
50176618,BG NYC MGMT LLC,Staten Island,2323,FOREST AVENUE,10303,9173489490,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.627561241672,-74.167546545664,501,49,032300,5169467,5012700005,SI12,POINT (-74.167546545664 40.627561241672)
50176479,Tracks Raw Bar & Grill,Manhattan,385,MADISON AVENUE,10179,9178808505,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.755845908604,-73.97704000693,105,04,009400,1035404,1012820021,MN17,POINT (-73.97704000693 40.755845908604)
50165820,AB STABLE LLC,Manhattan,301,PARK AVENUE,10022,5182826019,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.756641320864,-73.974357845236,105,04,010000,1084771,1013047501,MN19,POINT (-73.974357845236 40.756641320864)
50179020,"GOUT BOUCHE, LLC",Brooklyn,1366,FLATBUSH AVENUE,11210,9148309852,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.637052726319,-73.952158780752,314,45,077000,3120838,3052260023,BK42,POINT (-73.952158780752 40.637052726319)
50178037,BOONGS GRAB & GO,Manhattan,77,3 AVENUE,10003,5515873060,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.731658024312,-73.988356406397,103,02,004000,1006826,1004670001,MN22,POINT (-73.988356406397 40.731658024312)
50178241,NAMDO,Brooklyn,639,DRIGGS AVENUE,11211,9179302557,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.715034312093,-73.958566830914,301,34,051900,3062373,3023537501,BK73,POINT (-73.958566830914 40.715034312093)
50177344,YI CHAN YANG,Queens,133-35,ROOSEVELT AVENUE,11354,7184612871,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.758501995257,-73.833241808988,407,20,087100,4112276,4049730016,QN22,POINT (-73.833241808988 40.758501995257)
50162787,CHOCOLATE ON TAP,Manhattan,1,HERALD SQUARE,10001,5167323754,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.750541907818,-73.987541021756,105,04,010900,1089436,1008100045,MN17,POINT (-73.987541021756 40.750541907818)
50175769,CHUBBY DOUGHNUT LLC,Brooklyn,50,MALCOLM X BOULEVARD,11221,9173253792,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.692500171149,-73.930972950175,303,36,028900,3043466,3016070045,BK35,POINT (-73.930972950175 40.692500171149)
50167887,THE FORAGERS DEN,Brooklyn,6301,10 AVENUE,11219,718536718_,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.63104045017,-74.007000081179,310,43,021200,3141721,3057370010,BK30,POINT (-74.007000081179 40.63104045017)
50176158,CHICKEN AT LAST,Queens,30-23,30 AVENUE,11102,6464075650,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.767154770253,-73.92194581216,401,22,007100,4007679,4005950001,QN71,POINT (-73.92194581216 40.767154770253)
50172639,TAWNY,Manhattan,173,HENRY STREET,10002,9087701278,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.71347949423,-73.988983638263,103,01,000600,1003614,1002840011,MN28,POINT (-73.988983638263 40.71347949423)
50179308,PICOSITO SPORT BAR RESTAURANT CORP,Queens,42-18A,JUNCTION BOULEVARD,11368,3478482200,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.74610548684,-73.868225830364,404,21,046500,4039921,4015990049,QN29,POINT (-73.868225830364 40.74610548684)
50171190,TEPPANYAKI ONE,Manhattan,60,WEST  125 STREET,10027,9173882690,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.807287871167,-73.944370658433,110,09,020000,1053480,1017220061,MN11,POINT (-73.944370658433 40.807287871167)
50101375,PIEROZEK,Brooklyn,592,MANHATTAN AVENUE,11222,7185763866,Polish,10/19/2024,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,12/12/2025,Inter-Agency Task Force / Initial Inspection,40.722955176479,-73.950307455072,301,33,056900,3066758,3026800043,BK76,POINT (-73.950307455072 40.722955176479)
50167085,THE BAKERY ROOM,Manhattan,122,EAST   55 STREET,10022,9177434427,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.759805110835,-73.970537549602,105,04,010000,1036490,1013090063,MN19,POINT (-73.970537549602 40.759805110835)
50178034,TAPYORKA,Queens,31-05,36 AVENUE,11106,3474970616,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.75651554737,-73.929603315951,401,22,005300,4008000,4006040001,QN70,POINT (-73.929603315951 40.75651554737)
50179663,TAXI CAFE,Queens,,CENTRAL TAXI HOLD LOT,,8455855146,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,,,,,,,,,
50179971,THE MARK RESTAURANT,Manhattan,25,E 77TH ST,10075,7608158832,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.775278102188,-73.963735618871,108,04,014200,1041821,1013920017,MN40,POINT (-73.963735618871 40.775278102188)
50111239,SEEKOS ASTORIA,Queens,25-79,STEINWAY STREET,11103,7182556424,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.767515394675,-73.912028358695,401,22,014300,4011370,4006840013,QN70,POINT (-73.912028358695 40.767515394675)
50176745,KINTARO FOODS LLC,Manhattan,0,BRYANT PARK WINTER VILLAGE,10036,9175322745,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.753489192258,-73.982963792187,105,04,008400,1000000,1012570002,MN17,POINT (-73.982963792187 40.753489192258)
50176449,LARTIGIANO GELATO USA LLC,Manhattan,250,GREENWICH STREET,10007,6462759984,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.713213183023,-74.011708895477,101,01,002100,1086510,1000840036,MN24,POINT (-74.011708895477 40.713213183023)
50179252,HONEYBRAINS LLC,Manhattan,495,AMSTERDAM AVENUE,10024,9173634154,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.786164291482,-73.976108669702,107,06,016900,1032123,1012140061,MN12,POINT (-73.976108669702 40.786164291482)
50179210,OUMA'S CAFE,Brooklyn,676,FLATBUSH AVENUE,11225,6464207609,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.6568895821,-73.960178083285,309,40,079802,3114643,3050260241,BK60,POINT (-73.960178083285 40.6568895821)
50161065,NEW KAM SHENG,Bronx,454,WEST  238 STREET,10463,7187668892,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.887304169271,-73.905171173992,208,11,029500,2083968,2057700078,BX29,POINT (-73.905171173992 40.887304169271)
50164440,Maurizio's On The Water,Queens,154-11,POWELLS COVE BOULEVARD,11357,7187673100,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.795975241885,-73.80639942985,407,19,098700,4000000,4045310400,QN49,POINT (-73.80639942985 40.795975241885)
50178703,7TH STREET BURGER,Bronx,396,EAST  149 STREET,10455,7328248529,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.816167871785,-73.918112750073,201,17,006500,2000851,2023270054,BX34,POINT (-73.918112750073 40.816167871785)
50178605,Cluck N Moo nyc,Manhattan,1636,SAINT NICHOLAS AVENUE,10040,6463273058,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.856028600477,-73.928807126081,112,10,027700,1063867,1021610015,MN35,POINT (-73.928807126081 40.856028600477)
50044595,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656273,Hotdogs/Pretzels,04/29/2023,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,04/29/2023,12/12/2025,Cycle Inspection / Initial Inspection,40.750654836632,-73.991944239076,105,03,010100,1082908,1007810001,MN17,POINT (-73.991944239076 40.750654836632)
50128808,FIVE ACRES,Manhattan,30,ROCKEFELLER PLAZA,10112,9178808317,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.758747437799,-73.978692223615,105,04,010400,1076262,1012657501,MN17,POINT (-73.978692223615 40.758747437799)
50171274,ANDREA'S PIZZA,Manhattan,50,2 AVENUE,10003,7187220951,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.725383644137,-73.989991857481,103,02,003602,1006115,1004440008,MN22,POINT (-73.989991857481 40.725383644137)
41623317,PRONTO PIZZA,Staten Island,2935,VETERANS ROAD,,7183562500,Pizza,10/20/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,28,,,12/12/2025,Cycle Inspection / Initial Inspection,0,0,,,,,5,,
50133999,CHIPOTLE MEXICAN GRILL #3056,Manhattan,3410,BROADWAY,10031,3322372250,Tex-Mex,08/19/2025,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,12/12/2025,Administrative Miscellaneous / Initial Inspection,40.822379745636,-73.953390787569,109,07,022500,1061709,1020700001,MN04,POINT (-73.953390787569 40.822379745636)
50162740,XUEJIAO ZHANG,Queens,146-34,GEORGIA ROAD,11355,9293898288,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.754561352635,-73.815839813725,407,20,120100,4000000,4052060017,QN52,POINT (-73.815839813725 40.754561352635)
50166006,BATHHOUSE,Brooklyn,103,NORTH   10 STREET,11249,9143845909,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.720655318805,-73.95780212328,301,33,055700,3329929,3022967501,BK73,POINT (-73.95780212328 40.720655318805)
50177990,MEZEH,Manhattan,1700,BROADWAY,10019,7187015366,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.763334557175,-73.982398119522,105,04,013100,1024836,1010250025,MN17,POINT (-73.982398119522 40.763334557175)
50144903,QUALITY EDIBLES LLC,Manhattan,42,WEST   42 STREET,10036,7186078306,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.754068239421,-73.982321170752,105,04,008400,1085593,1012570002,MN17,POINT (-73.982321170752 40.754068239421)
50040875,EDERLE TERRACE CAFE (seasonal May-Oct),Queens,0,EDERLE TERRACE FLUSHING MEADOW C,,9177568987,American,05/24/2022,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,24,,,12/12/2025,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
50141491,NEW YORK COMEDY CLUB,Manhattan,85,EAST    4 STREET,10003,7188409545,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.726385474656,-73.989887077565,103,02,003800,1006599,1004600044,MN22,POINT (-73.989887077565 40.726385474656)
50104562,SSS 99 CENTS MEGA PIZZA,Manhattan,1875,LEXINGTON AVENUE,10035,9143038354,Pizza,09/15/2025,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,09/15/2025,12/12/2025,Cycle Inspection / Re-inspection,40.799030143179,-73.941303905257,111,08,018200,1052312,1016440051,MN34,POINT (-73.941303905257 40.799030143179)
50177284,WORLD SPA ENTERTAINMENT LLC,Brooklyn,1571,MCDONALD AVENUE,11230,9177509293,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.614774895155,-73.974124404003,312,44,044600,3172689,3065640060,BK88,POINT (-73.974124404003 40.614774895155)
50071314,HANG CHOU,Manhattan,2266,3 AVENUE,10035,2125345266,Chinese,10/07/2025,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,12/12/2025,Administrative Miscellaneous / Initial Inspection,40.802584857292,-73.936637615845,111,08,019600,1054456,1017720134,MN34,POINT (-73.936637615845 40.802584857292)
41645610,SUBWAY,Brooklyn,1875,NOSTRAND AVENUE,11226,6464841708,Sandwiches,04/26/2023,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,7,A,04/26/2023,12/12/2025,Cycle Inspection / Initial Inspection,40.639812338763,-73.948384250421,317,45,083000,3112333,3049640050,BK91,POINT (-73.948384250421 40.639812338763)
50179698,HUNAN NOODLE BAYSIDE INC,Queens,43-15,BELL BOULEVARD,11361,9294266838,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.761249644224,-73.769836027788,411,19,146700,4138360,4063000012,QN46,POINT (-73.769836027788 40.761249644224)
50138090,GRAND SICHUAN EASTERN,Manhattan,1049,2 AVENUE,10022,2123555855,Chinese,09/06/2023,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,44,C,09/06/2023,12/12/2025,Pre-permit (Operational) / Re-inspection,40.758206436667,-73.966102032937,106,04,010800,1038582,1013290023,MN19,POINT (-73.966102032937 40.758206436667)
50107477,THE CHICKEN SHACK,Queens,36-19,BROADWAY,11106,7187213035,Chicken,09/03/2025,Establishment re-opened by DOHMH.,,,Not Applicable,0,C,09/03/2025,12/12/2025,Cycle Inspection / Reopening Inspection,40.759874959224,-73.920907558642,401,22,006100,4009833,4006490001,QN70,POINT (-73.920907558642 40.759874959224)
50177118,"CJ FOODVILLE USA, INC.",Manhattan,24,EAST   23 STREET,10010,2019563017,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.740734890392,-73.987698035628,105,02,005600,1087769,1008517505,MN13,POINT (-73.987698035628 40.740734890392)
50176562,SHOBU RAMEN & IZAKAYA,Queens,153-15,UNION TURNPIKE,11367,7318030906,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.719540166733,-73.810377755164,408,24,077904,4147712,4068160072,QN37,POINT (-73.810377755164 40.719540166733)
50173464,C & M WHITESTONE INC,Queens,12-40,CLINTONVILLE STREET,11357,9174680267,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.79015718741,-73.811851525854,407,19,098100,4596330,4045180031,QN49,POINT (-73.811851525854 40.79015718741)
50159125,BULKA CRAVE LLC,Manhattan,42,WEST   42 STREET,10036,2015460996,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.754068239421,-73.982321170752,105,04,008400,1085593,1012570002,MN17,POINT (-73.982321170752 40.754068239421)
41547684,PLANET WINGS,Staten Island,480,FOREST AVENUE,10310,7187209464,Chicken,03/22/2024,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,12/12/2025,Administrative Miscellaneous / Initial Inspection,40.630521846186,-74.106441500867,501,49,012100,5007360,5002750054,SI35,POINT (-74.106441500867 40.630521846186)
50174187,DRAGON KING 2428 INC.,Bronx,935,CASTLE HILL AVENUE,10473,6319035555,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.826347670314,-73.849750298011,209,18,009800,2022949,2036880053,BX59,POINT (-73.849750298011 40.826347670314)
50128307,HAVELI INDIAN RESTAURANT & LOUNGE,Queens,24801-03,UNION TURNPIKE,,3479339656,Indian,10/19/2022,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,28,,,12/12/2025,Pre-permit (Non-operational) / Initial Inspection,0,0,,,,,4,,
50176365,THIRD POINT,Manhattan,55,HUDSON YARDS,10001,7043286780,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.755439214916,-74.002219825347,104,03,009900,1089412,1007050001,MN13,POINT (-74.002219825347 40.755439214916)
50164844,CHONG QING NOODLE 19 INC.,Queens,136-20,ROOSEVELT AVENUE,11354,7183218180,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.759777908235,-73.829235428489,407,20,085300,4113546,4050190005,QN22,POINT (-73.829235428489 40.759777908235)
50001311,BELL GARDEN,Queens,39-21,BELL BOULEVARD,11361,7182791888,Chinese,10/24/2024,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,11,A,10/24/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.765008245158,-73.771718241383,411,19,112300,4137617,4062410006,QN46,POINT (-73.771718241383 40.765008245158)
50172517,MAPLE CREAMERY,Brooklyn,653,STERLING PLACE,11216,7188095106,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.673255481805,-73.956830036833,308,35,021900,3031390,3012380001,BK61,POINT (-73.956830036833 40.673255481805)
50131034,DAY & NIGHT CATERING HALL,Queens,131-23,SPRINGFIELD BOULEVARD,11413,7184144665,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.683511871322,-73.751334743347,413,31,062600,4278296,4129220130,QN66,POINT (-73.751334743347 40.683511871322)
50112671,BAYLANDER STEEL BEACH,Manhattan,,WEST HARLEM PIERS PARK,10027,6462070440,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.818638955148,-73.961601957407,,,,,,,POINT (-73.961601957407 40.818638955148)
50098928,S'MORES N'MORE,Manhattan,42,WEST   42 STREET,10036,6467786131,American,07/26/2025,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,12/12/2025,Inter-Agency Task Force / Initial Inspection,40.754068239421,-73.982321170752,105,04,008400,1085593,1012570002,MN17,POINT (-73.982321170752 40.754068239421)
50176062,CAFE BEE 72 INC.,Manhattan,239,WEST   72 STREET,10023,3472993208,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.779221304364,-73.983069117106,107,06,015900,1030513,1011640016,MN14,POINT (-73.983069117106 40.779221304364)
50172508,MIA'S COCINA,Manhattan,88,ESSEX STREET,10002,6465921035,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.718140053728,-73.988402066414,103,01,001800,1090554,1003527501,MN27,POINT (-73.988402066414 40.718140053728)
50172624,NYC PIZZERIA,Manhattan,393,8 AVENUE,10001,3472133313,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.749384207428,-73.995513835531,104,03,009700,1076133,1007530040,MN13,POINT (-73.995513835531 40.749384207428)
41629692,DUNKIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,3472191094,Donuts,08/22/2024,Violations were cited in the following area(s).,19-10,Failure to display required signage about plastic straw availability,Not Critical,,,,12/12/2025,Administrative Miscellaneous / Re-inspection,40.648312826068,-73.788281497594,,,,,,,POINT (-73.788281497594 40.648312826068)
40594677,KABOOZ'S BAR & GRILLE,Manhattan,0,AMTRAK LEVEL,,2127600848,American,12/18/2023,Violations were cited in the following area(s).,04E,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,Critical,12,A,12/18/2023,12/12/2025,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50176188,ATHENA KEKE'S,Brooklyn,222,GREENE AVENUE,11238,2026748866,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.6871376384,-73.96198807023,302,35,023100,3056252,3019660008,BK69,POINT (-73.96198807023 40.6871376384)
50170671,ZARA EXPRESS 580 INC,Manhattan,580,9 AVENUE,10036,7188203683,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.758329234854,-73.992686890989,104,03,011500,1024929,1010320061,MN15,POINT (-73.992686890989 40.758329234854)
50134862,THE CHOCOLATE FACTORY,Brooklyn,70,SCOTT AVENUE,11237,6462440734,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.709852836152,-73.922705713001,301,34,044900,3070597,3029900001,BK90,POINT (-73.922705713001 40.709852836152)
50173477,BEER RUN 3604A INC,Manhattan,3604,BROADWAY,10031,7174243447,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.828528801787,-73.948902168641,109,07,023300,1062015,1020800003,MN04,POINT (-73.948902168641 40.828528801787)
50173490,MTSKHETA-USA INC,Brooklyn,2812,OCEAN AVENUE,11229,7186761868,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.593063971245,-73.950224456691,315,48,059200,3202134,3074040044,BK17,POINT (-73.950224456691 40.593063971245)
41631065,AYNA AGRA,Queens,213-35,39 AVENUE,11361,7182251201,Indian,05/08/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,37,,,12/12/2025,Cycle Inspection / Initial Inspection,40.765364961837,-73.771666473654,411,19,112300,4137572,4062380001,QN46,POINT (-73.771666473654 40.765364961837)
50158565,BOARDWALK FISH LLC,Brooklyn,1195B,HALSEY STREET,11207,6466714340,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.691137873979,-73.909915446832,304,37,041300,,3,BK78,POINT (-73.909915446832 40.691137873979)
50146853,CAFE LOUNGE,Brooklyn,210,KINGS HIGHWAY,11223,7182000632,Coffee/Tea,07/09/2025,Establishment re-closed by DOHMH.,04M,Live roaches in facility's food or non-food area.,Critical,10,,,12/12/2025,Cycle Inspection / Reopening Inspection,40.605438873083,-73.983527511041,311,43,042800,3176520,3066460010,BK29,POINT (-73.983527511041 40.605438873083)
50177723,GURYS FOOD COURT CORP,Queens,74-20,ROOSEVELT AVENUE,11372,3475467235,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.746859638127,-73.891155975578,404,25,026700,4036717,4014850023,QN29,POINT (-73.891155975578 40.746859638127)
41486460,RIVER DELI,Brooklyn,2834,COLUMBIA PLACE,,7182549200,Italian,08/20/2022,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,08/20/2022,12/12/2025,Cycle Inspection / Initial Inspection,0,0,,,,,3,,
40936053,YEH'S BAKERY,Queens,57-25,MAIN STREET,11355,7189391688,Bakery Products/Desserts,08/01/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,30,C,08/01/2024,12/12/2025,Cycle Inspection / Re-inspection,40.745865377573,-73.826037600001,407,20,079900,4140072,4064010006,QN62,POINT (-73.826037600001 40.745865377573)
50169903,GRACE & RUBY'S,Brooklyn,134,KINGSLAND AVENUE,11222,3479849816,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.720990937766,-73.940875051412,301,34,044900,3069850,3028340001,BK90,POINT (-73.940875051412 40.720990937766)
50172857,REEF ALYEMEN RESTAURANT,Bronx,655,MORRIS PARK AVENUE,10462,6468068430,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.844929495865,-73.867537761111,211,13,023600,2043412,2040480008,BX37,POINT (-73.867537761111 40.844929495865)
50164820,CAFE GALERIE,Manhattan,168,THOMPSON STREET,10012,2123004602,,01/01/1900,,,,Not Applicable,,,,12/12/2025,,40.72762380949,-74.000331932293,102,01,006500,1008260,1005250034,MN23,POINT (-74.000331932293 40.72762380949)
